TF,target
BRD4,GZMM
BRD4,CFD
BRD4,RFX2
BRD4,JUNB
BRD4,IFI30
BRD4,JUND
BRD4,CRTC1
BRD4,USF2
BRD4,TYROBP
BRD4,SIPA1L3
BRD4,BLVRB
BRD4,POU2F2
BRD4,PHLDB3
BRD4,RELB
BRD4,FOSB
BRD4,FTL
BRD4,IRF3
BRD4,APBA2
BRD4,CHP1
BRD4,EHD4
BRD4,DMXL2
BRD4,GNB5
BRD4,TCF12
BRD4,ANXA2
BRD4,ZNF609
BRD4,MAP2K1
BRD4,MYO9A
BRD4,PPCDC
BRD4,UBE2Q2
BRD4,CTSH
BRD4,PDE8A
BRD4,ZNF710
BRD4,SLCO3A1
BRD4,IGF1R
BRD4,CHSY1
BRD4,IL32
BRD4,CREBBP
BRD4,CTCF
BRD4,TANGO6
BRD4,ZFHX3
BRD4,WWOX
BRD4,HSBP1
BRD4,COTL1
BRD4,SLC7A5
BRD4,RAB28
BRD4,CPEB2
BRD4,LCORL
BRD4,RBPJ
BRD4,KLF3
BRD4,KLHL5
BRD4,REST
BRD4,RUFY3
BRD4,BMP2K
BRD4,RASGEF1B
BRD4,EIF4E
BRD4,NFKB1
BRD4,TET2
BRD4,LEF1
BRD4,SEC24D
BRD4,ANXA5
BRD4,MAML3
BRD4,TBC1D9
BRD4,IL15
BRD4,SLC10A7
BRD4,ARHGAP10
BRD4,NR3C2
BRD4,FNIP2
BRD4,NAF1
BRD4,NEK1
BRD4,ACSL1
BRD4,SNX25
BRD4,PITPNA
BRD4,STX8
BRD4,NCOR1
BRD4,PIGL
BRD4,TOM1L2
BRD4,NLK
BRD4,FAM222B
BRD4,CPD
BRD4,NF1
BRD4,RHOT1
BRD4,FBXL20
BRD4,IKZF3
BRD4,CCR7
BRD4,STAT5B
BRD4,GRN
BRD4,ZNF652
BRD4,TRIM25
BRD4,TEX14
BRD4,YPEL2
BRD4,BCAS3
BRD4,DCAF7
BRD4,PRKCA
BRD4,UBE2O
BRD4,TIMP2
BRD4,SLC16A3
BRD4,CD7
BRD4,RIN3
BRD4,GPR132
BRD4,PRAM1
BRD4,C5AR1
BRD4,ASAH1
BRD4,ASAP1
BRD4,GRAP2
BRD4,STAT3
BRD4,SCPEP1
BRD4,TANC2
BRD4,ACSL4
BRD4,FGD2
BRD4,TNFAIP3
BRD4,AGPAT4
BRD4,ANXA1
BRD4,SRGN
BRD4,PSAP
BRD4,ABLIM1
BRD4,LTA4H
BRD4,LINC00877
BRD4,CMSS1
BRD4,TNIK
BRD4,VRK2
BRD4,CAPG
BRD4,NABP1
BRD4,ORC2
BRD4,FARP2
BRD4,IL7R
BRD4,ATG10
BRD4,IMMP2L
BRD4,DPYD
BRD4,FCGR2A
BRD4,CD55
BRD4,ANTXR2
BRD4,MANBA
BRD4,USP53
BRD4,ZEB2
BRD4,LRP1
BRD4,RILPL2
BRD4,S100A10
BRD4,S100A4
BRD4,MIR181A1HG
BRD4,NDUFAF2
BRD4,MT2A
BRD4,PLAUR
BRD4,SYNE1
BRD4,TRPS1
BRD4,KIAA0586
BRD4,ATXN3
BRD4,TCF7L2
BRD4,ZNF331
BRD4,FHIT
BRD4,NUBPL
BRD4,ZNF516
BRD4,ADAM19
BRD4,ZC3H12D
BRD4,KLRK1
BRD4,GATA3
BRD4,IFITM2
BRD4,NKG7
BRD4,LILRB3
CBFB,SLC43A2
CBFB,FAM222B
CBFB,FBXL20
CBFB,STAT3
CBFB,YPEL2
CBFB,SLC25A33
CBFB,UBE4B
CBFB,HDAC1
CBFB,HIVEP3
CBFB,C20orf27
CBFB,MEGF9
CBFB,MED13L
CBFB,ID2
CBFB,RHOB
CBFB,ATG2A
CBFB,CHKA
CBFB,IRF1
CBFB,SIL1
CBFB,GNA12
CBFB,ACTB
CBFB,HMGN1
CBFB,SLC25A37
CBFB,HSF1
CBFB,RFX2
CBFB,JUNB
CBFB,JUND
CBFB,POU2F2
CBFB,FOSB
CBFB,SREBF2
CBFB,FBXL5
CBFB,TMSB4X
CBFB,SERPINB1
CBFB,LTB
CBFB,LST1
CBFB,HSPA1A
CBFB,FKBP5
CBFB,FGD2
CBFB,EZR
CBFB,DTNB
CBFB,SRBD1
CBFB,PRKCE
CBFB,TTC7A
CBFB,TET3
CBFB,CAPG
CBFB,MAP3K2
CBFB,LRRFIP1
CBFB,ANKMY1
CBFB,BHLHE40
CBFB,CMTM6
CBFB,TRAK1
CBFB,KLHL18
CBFB,TKT
CBFB,ATP13A3
CBFB,TRIO
CBFB,DUSP1
CBFB,SFXN1
CBFB,HRH2
CBFB,RNF130
CBFB,NR4A1
CBFB,LRP1
CBFB,TMTC2
CBFB,PLXNC1
CBFB,BTBD11
CBFB,SH2B3
CBFB,KDM2B
CBFB,NCOR2
CBFB,STRBP
CBFB,DENND1A
CBFB,PPP6C
CBFB,RASSF4
CBFB,PSAP
CBFB,ZMIZ1
CBFB,ITPRIP
CBFB,PTPRE
CBFB,URGCP
CBFB,YWHAG
CBFB,GSAP
CBFB,CUX1
CBFB,PRKAG2
CBFB,ZFHX3
CBFB,COTL1
CBFB,RUNX1
CBFB,HLCS
CBFB,RIN3
CBFB,YY1
CBFB,GPR132
CBFB,PPM1F
CBFB,LIMK2
CBFB,TOM1
CBFB,HMOX1
CBFB,LGALS1
CBFB,KIAA0930
CBFB,PLXNB2
CBFB,SCO2
CBFB,EMILIN2
CBFB,LDLRAD4
CBFB,NFATC1
CBFB,CTSD
CBFB,MICAL2
CBFB,RTN3
CBFB,NEAT1
CBFB,CTSW
CBFB,GSTP1
CBFB,ARAP1
CBFB,FCHSD2
CBFB,ARRB1
CBFB,ACER3
CBFB,PAK1
CBFB,ETS1
CBFB,PITPNA
CBFB,RAP1GAP2
CBFB,P2RX1
CBFB,POLR2A
CBFB,GAS7
CBFB,SPECC1
CBFB,KSR1
CBFB,RARA
CBFB,ARHGAP27
CBFB,ERN1
CBFB,SLC39A11
CBFB,CD300A
CBFB,TIMP2
CBFB,SLC16A3
CBFB,WDR45B
CBFB,CFD
CBFB,NFIC
CBFB,PRAM1
CBFB,MYO1F
CBFB,ZNF490
CBFB,IER2
CBFB,MYO9B
CBFB,CRTC1
CBFB,TYROBP
CBFB,SIPA1L3
CBFB,ZFP36
CBFB,BLVRB
CBFB,PHLDB3
CBFB,PLAUR
CBFB,RELB
CBFB,C5AR1
CBFB,IRF3
CBFB,DLEU1
CBFB,ATP11A
CBFB,TNFRSF1B
CBFB,EFHD2
CBFB,IFI6
CBFB,JUN
CBFB,S100A11
CBFB,S100A6
CBFB,S100A4
CBFB,LMNA
CBFB,MSRA
CBFB,CTSB
CBFB,TNFRSF10B
CBFB,DPYSL2
CBFB,PTK2B
CBFB,RAB11FIP1
CBFB,DENND3
CBFB,GNB5
CBFB,TCF12
CBFB,PPCDC
CBFB,ZNF710
CBFB,CHSY1
CBFB,STAT5B
CBFB,STAT5A
CBFB,UBE2O
CBFB,CD7
CBFB,EEPD1
CBFB,ARHGEF3
CBFB,PXK
CBFB,RAB31
CBFB,KCNQ1OT1
CBFB,SBF2
CBFB,FAM168A
CBFB,TMEM135
CBFB,ISG15
CBFB,FGR
CBFB,RNF19B
CBFB,CDC14A
CBFB,ATP2B4
CBFB,MAPKAPK2
CBFB,ITPKB
CBFB,MTM1
CBFB,TYMP
CBFB,RNF24
CBFB,CST7
CBFB,CTSZ
CBFB,UBE2J1
CBFB,UST
CBFB,CREBBP
CBFB,SLC7A5
CBFB,ELL2
CBFB,FRY
CBFB,STAT6
CBFB,APBA2
CBFB,SLCO3A1
CBFB,FBXO32
CBFB,PVT1
CBFB,ASAP1
CBFB,EXOC6B
CBFB,NUBPL
CBFB,KIAA0586
CBFB,CRIP1
CBFB,GZMM
CBFB,BRD4
CBFB,S100A10
CBFB,TPD52
CBFB,IFI30
CBFB,TANC2
CDK8,ABHD12
CDK8,NEAT1
CDK8,ASAP1
CDK8,S100A11
CDK8,ATF3
CDK8,PRKD3
CDK8,CXCR4
CDK8,ITGA6
CDK8,NABP1
CDK8,PRDM1
CDK8,FOXO3
CDK8,CDK6
CDK8,TOM1
CDK8,ADAMTSL4-AS1
CDK8,DSTYK
CDK8,MAML2
CDK8,BCL2
CDK8,IRF1
CDK8,SPECC1
CDK8,PPCDC
CDK8,ZNF710
CEBPB,KLF6
CEBPB,ARL5B
CEBPB,SVIL
CEBPB,ITGB1
CEBPB,RASSF4
CEBPB,MICU1
CEBPB,MCU
CEBPB,ZMIZ1
CEBPB,GLUD1
CEBPB,ENTPD1
CEBPB,ENTPD1-AS1
CEBPB,PIK3AP1
CEBPB,ITPRIP
CEBPB,ABLIM1
CEBPB,CHST15
CEBPB,PTPRE
CEBPB,NFKBIA
CEBPB,MIS18BP1
CEBPB,GCH1
CEBPB,FBXO34
CEBPB,DAAM1
CEBPB,RAD51B
CEBPB,SIPA1L1
CEBPB,NUMB
CEBPB,FOS
CEBPB,BTBD7
CEBPB,CLMN
CEBPB,RCOR1
CEBPB,TNFAIP2
CEBPB,SLC43A2
CEBPB,CD68
CEBPB,STX8
CEBPB,GAS7
CEBPB,ZSWIM7
CEBPB,NCOR1
CEBPB,TOM1L2
CEBPB,KSR1
CEBPB,FAM222B
CEBPB,CPD
CEBPB,RARA
CEBPB,CCR7
CEBPB,STAT5A
CEBPB,STAT3
CEBPB,ARHGAP27
CEBPB,ZNF652
CEBPB,TRIM25
CEBPB,YPEL2
CEBPB,VMP1
CEBPB,USP32
CEBPB,DCAF7
CEBPB,ERN1
CEBPB,MAP2K6
CEBPB,SLC39A11
CEBPB,UBE2O
CEBPB,TIMP2
CEBPB,SLC16A3
CEBPB,TCF12
CEBPB,RORA
CEBPB,MAP2K1
CEBPB,PPCDC
CEBPB,SIN3A
CEBPB,PEAK1
CEBPB,CTSH
CEBPB,BCL2A1
CEBPB,ZNF710
CEBPB,SLCO3A1
CEBPB,MCTP2
CEBPB,SERPINB9
CEBPB,NEDD9
CEBPB,HSPA1A
CEBPB,HLA-DMB
CEBPB,HLA-DPB1
CEBPB,FKBP5
CEBPB,FGD2
CEBPB,UBE2J1
CEBPB,MAN1A1
CEBPB,SGK1
CEBPB,AHI1
CEBPB,TNFAIP3
CEBPB,PLAGL1
CEBPB,SYNE1
CEBPB,SOD2
CEBPB,QKI
CEBPB,BHLHE40
CEBPB,ATG7
CEBPB,CMTM6
CEBPB,TRAK1
CEBPB,ANO10
CEBPB,ABHD5
CEBPB,ARHGEF3
CEBPB,PXK
CEBPB,LRIG1
CEBPB,FOXP1
CEBPB,GBE1
CEBPB,NFKBIZ
CEBPB,SIDT1
CEBPB,CSTA
CEBPB,OSBPL11
CEBPB,STAG1
CEBPB,FNDC3B
CEBPB,ST6GAL1
CEBPB,BCL6
CEBPB,IL1RAP
CEBPB,TFRC
CEBPB,NFIC
CEBPB,RFX2
CEBPB,PRAM1
CEBPB,MYO1F
CEBPB,JUNB
CEBPB,BRD4
CEBPB,JUND
CEBPB,ZFP36
CEBPB,BLVRB
CEBPB,RELB
CEBPB,FOSB
CEBPB,C5AR1
CEBPB,FTL
CEBPB,FCGRT
CEBPB,IL3RA
CEBPB,SAT1
CEBPB,CASK
CEBPB,IL32
CEBPB,CDR2
CEBPB,CBFB
CEBPB,CTCF
CEBPB,TANGO6
CEBPB,COTL1
CEBPB,SLC7A5
CEBPB,ISG15
CEBPB,UBE4B
CEBPB,KIF1B
CEBPB,NIPAL3
CEBPB,FGR
CEBPB,PHACTR4
CEBPB,CSF3R
CEBPB,HIVEP3
CEBPB,NFIA
CEBPB,SLC35D1
CEBPB,HS2ST1
CEBPB,LRRC8D
CEBPB,VAV3
CEBPB,S100A11
CEBPB,LMNA
CEBPB,FCGR2A
CEBPB,QSOX1
CEBPB,GLUL
CEBPB,ATP2B4
CEBPB,MAPKAPK2
CEBPB,ATF3
CEBPB,CEP170
CEBPB,EFCAB2
CEBPB,BACH1
CEBPB,IFNGR2
CEBPB,HLCS
CEBPB,GNA12
CEBPB,ACTB
CEBPB,SNX10
CEBPB,CPVL
CEBPB,URGCP
CEBPB,RABGEF1
CEBPB,AUTS2
CEBPB,TYW1B
CEBPB,LAT2
CEBPB,YWHAG
CEBPB,GSAP
CEBPB,PTPN12
CEBPB,PHTF2
CEBPB,CDK14
CEBPB,SLC25A13
CEBPB,CUX1
CEBPB,ATXN7L1
CEBPB,NRF1
CEBPB,TBXAS1
CEBPB,PRKAG2
CEBPB,TALDO1
CEBPB,KCNQ1OT1
CEBPB,DENND5A
CEBPB,MICAL2
CEBPB,PDE3B
CEBPB,HIPK3
CEBPB,CD44
CEBPB,SPI1
CEBPB,FTH1
CEBPB,ATG2A
CEBPB,NEAT1
CEBPB,CHKA
CEBPB,ARAP1
CEBPB,RAB6A
CEBPB,PRCP
CEBPB,CTSC
CEBPB,APLP2
CEBPB,SLC7A1
CEBPB,FRY
CEBPB,DLEU2
CEBPB,DLEU1
CEBPB,PCCA
CEBPB,ATP11A
CEBPB,CTSB
CEBPB,CSGALNACT1
CEBPB,TNFRSF10B
CEBPB,DOCK5
CEBPB,BNIP3L
CEBPB,PTK2B
CEBPB,TACC1
CEBPB,SLC20A2
CEBPB,LYN
CEBPB,SGK3
CEBPB,STAU2
CEBPB,RIPK2
CEBPB,CPQ
CEBPB,KLF10
CEBPB,OXR1
CEBPB,EXT1
CEBPB,SNTB1
CEBPB,FBXO32
CEBPB,MTSS1
CEBPB,NSMCE2
CEBPB,ASAP1
CEBPB,DENND3
CEBPB,LIMK2
CEBPB,PISD
CEBPB,TOM1
CEBPB,HMOX1
CEBPB,EP300
CEBPB,NFAM1
CEBPB,KIAA0930
CEBPB,TYMP
CEBPB,A2M
CEBPB,OLR1
CEBPB,GABARAPL1
CEBPB,YBX3
CEBPB,ETV6
CEBPB,DUSP16
CEBPB,STK38L
CEBPB,FGD4
CEBPB,STAT6
CEBPB,LRP1
CEBPB,MDM2
CEBPB,TMTC2
CEBPB,DUSP6
CEBPB,CRADD
CEBPB,LTA4H
CEBPB,SH2B3
CEBPB,ALDH2
CEBPB,MED13L
CEBPB,KDM2B
CEBPB,RILPL2
CEBPB,NCOR2
CEBPB,ID2
CEBPB,SMC6
CEBPB,LCLAT1
CEBPB,HEATR5B
CEBPB,PRKD3
CEBPB,GALM
CEBPB,PREPL
CEBPB,CAMKMT
CEBPB,PRKCE
CEBPB,RHOQ
CEBPB,TTC7A
CEBPB,ACYP2
CEBPB,EHBP1
CEBPB,WDPCP
CEBPB,VPS54
CEBPB,MXD1
CEBPB,EXOC6B
CEBPB,TET3
CEBPB,CAPG
CEBPB,ST3GAL5
CEBPB,TBC1D8
CEBPB,MAP3K2
CEBPB,R3HDM1
CEBPB,GTDC1
CEBPB,TANK
CEBPB,PDK1
CEBPB,NFE2L2
CEBPB,SESTD1
CEBPB,HIBCH
CEBPB,STAT1
CEBPB,STAT4
CEBPB,PLEKHM3
CEBPB,KANSL1L
CEBPB,SLC11A1
CEBPB,RHBDD1
CEBPB,SP140
CEBPB,SNED1
CEBPB,GPCPD1
CEBPB,PLCB1
CEBPB,RIN2
CEBPB,SULF2
CEBPB,CASS4
CEBPB,FOCAD
CEBPB,MTAP
CEBPB,AQP3
CEBPB,NFIL3
CEBPB,DENND1A
CEBPB,PPP6C
CEBPB,RXRA
CEBPB,EMILIN2
CEBPB,RAB31
CEBPB,CHMP1B
CEBPB,LDLRAD4
CEBPB,ABHD3
CEBPB,MAPRE2
CEBPB,PSTPIP2
CEBPB,PMAIP1
CEBPB,PHLPP1
CEBPB,ZNF516
CEBPB,SEL1L3
CEBPB,RBPJ
CEBPB,RHOH
CEBPB,RUFY3
CEBPB,RASGEF1B
CEBPB,FAM13A
CEBPB,PDLIM5
CEBPB,SCLT1
CEBPB,TBC1D9
CEBPB,ACSL1
CEBPB,IL7R
CEBPB,SLC38A9
CEBPB,HEXB
CEBPB,SERINC5
CEBPB,ZFYVE16
CEBPB,ATG10
CEBPB,XRCC4
CEBPB,CHD1
CEBPB,CYSTM1
CEBPB,ARHGAP26
CEBPB,DUSP1
CEBPB,RNF130
CEBPB,KLRK1
CEBPB,PCED1B
CEBPB,TFCP2
CEBPB,NR4A1
CEBPB,TBK1
CEBPB,GNS
CEBPB,FRS2
CEBPB,ATP2B1
CEBPB,PLXNC1
CEBPB,PRKCQ-AS1
CEBPB,MAP3K8
CEBPB,ZNF438
CEBPB,IPMK
CEBPB,UBE2D1
CEBPB,ANK3
CEBPB,CPEB3
CEBPB,RRP12
CEBPB,GBF1
CEBPB,MXI1
CEBPB,TCF7L2
CEBPB,GRK5
CEBPB,GLCCI1
CEBPB,JAZF1
CEBPB,CREB5
CEBPB,AOAH
CEBPB,CDK6
CEBPB,PILRA
CEBPB,PRKRIP1
CEBPB,NAMPT
CEBPB,DOCK4
CEBPB,MDFIC
CEBPB,CAPZA2
CEBPB,PPM1F
CEBPB,GRAP2
CEBPB,SREBF2
CEBPB,SCO2
CEBPB,MLLT3
CEBPB,C9orf72
CEBPB,UBAP1
CEBPB,GLIPR2
CEBPB,DCAF10
CEBPB,ANXA1
CEBPB,AGTPBP1
CEBPB,KLF4
CEBPB,TNFSF8
CEBPB,MEGF9
CEBPB,PBX3
CEBPB,ABL1
CEBPB,IER2
CEBPB,MYO9B
CEBPB,CRTC1
CEBPB,PHLDB3
CEBPB,PLAUR
CEBPB,AP2A1
CEBPB,SERPINB1
CEBPB,JARID2
CEBPB,E2F3
CEBPB,IER3
CEBPB,CYB5R4
CEBPB,AKIRIN2
CEBPB,BACH2
CEBPB,PRDM1
CEBPB,DSE
CEBPB,MCM9
CEBPB,CITED2
CEBPB,PHACTR2
CEBPB,STX11
CEBPB,EZR
CEBPB,MAP3K4
CEBPB,TRIO
CEBPB,BASP1
CEBPB,PDE4D
CEBPB,NDUFAF2
CEBPB,CWC27
CEBPB,ARSB
CEBPB,RASGRF2
CEBPB,MEF2C
CEBPB,MCTP1
CEBPB,ELL2
CEBPB,ST8SIA4
CEBPB,FER
CEBPB,SIL1
CEBPB,CD14
CEBPB,CSF1R
CEBPB,CD74
CEBPB,GALNT10
CEBPB,CPEB4
CEBPB,HRH2
CEBPB,SAMSN1
CEBPB,APP
CEBPB,LINC00649
CEBPB,RUNX1
CEBPB,HMGN1
CEBPB,KIAA1328
CEBPB,BCL2
CEBPB,CREBBP
CEBPB,MAZ
CEBPB,ZFHX3
CEBPB,SLC25A33
CEBPB,PGD
CEBPB,TNFRSF1B
CEBPB,EFHD2
CEBPB,EIF4G3
CEBPB,IFI6
CEBPB,EYA3
CEBPB,SCMH1
CEBPB,PDE4B
CEBPB,TGFBR3
CEBPB,EVI5
CEBPB,DPYD
CEBPB,PTPN22
CEBPB,RPRD2
CEBPB,ADAMTSL4-AS1
CEBPB,S100A10
CEBPB,CD247
CEBPB,NCF2
CEBPB,DSTYK
CEBPB,CD55
CEBPB,RPS6KC1
CEBPB,DUSP10
CEBPB,LYST
CEBPB,SMYD3
CEBPB,FBXL5
CEBPB,LCORL
CEBPB,KLF3
CEBPB,RBM47
CEBPB,CXCL8
CEBPB,BMP2K
CEBPB,ANTXR2
CEBPB,GPRIN3
CEBPB,NFKB1
CEBPB,ELF2
CEBPB,ARHGAP10
CEBPB,RAPGEF2
CEBPB,SNX25
CEBPB,SBF2
CEBPB,PTPRJ
CEBPB,RTN3
CEBPB,GSTP1
CEBPB,FCHSD2
CEBPB,FAM168A
CEBPB,ACER3
CEBPB,PAK1
CEBPB,GAB2
CEBPB,PICALM
CEBPB,MAML2
CEBPB,BIRC3
CEBPB,MPZL3
CEBPB,ETS1
CEBPB,FLI1
CEBPB,SUMF1
CEBPB,ANKRD28
CEBPB,NR1D2
CEBPB,CMC1
CEBPB,CNOT10
CEBPB,LRRFIP2
CEBPB,OXSR1
CEBPB,CTNNB1
CEBPB,SFMBT1
CEBPB,TKT
CEBPB,CMSS1
CEBPB,FILIP1L
CEBPB,TMCC1
CEBPB,ATP1B3
CEBPB,TFDP2
CEBPB,PLSCR1
CEBPB,TSC22D2
CEBPB,TIPARP
CEBPB,SKIL
CEBPB,TNIK
CEBPB,TNFSF10
CEBPB,ATP13A3
CEBPB,RNF168
CEBPB,ATP6V1B2
CEBPB,SLC25A37
CEBPB,DPYSL2
CEBPB,RAB11FIP1
CEBPB,SPIDR
CEBPB,TOX
CEBPB,TPD52
CEBPB,RAD21
CEBPB,PVT1
CEBPB,CSF2RA
CEBPB,DHRSX
CEBPB,SYAP1
CEBPB,DIAPH2
CEBPB,ACSL4
CEBPB,XIAP
CEBPB,C20orf194
CEBPB,RNF24
CEBPB,HCK
CEBPB,ADAM17
CEBPB,DTNB
CEBPB,LBH
CEBPB,TTC27
CEBPB,MAP4K3
CEBPB,SRBD1
CEBPB,CCDC88A
CEBPB,PPP3R1
CEBPB,PLEK
CEBPB,IL1B
CEBPB,CXCR4
CEBPB,SPOPL
CEBPB,KYNU
CEBPB,ZEB2
CEBPB,GPD2
CEBPB,BAZ2B
CEBPB,ITGA6
CEBPB,ATF2
CEBPB,PLCL1
CEBPB,KLF7
CEBPB,CREB1
CEBPB,CHP1
CEBPB,EHD4
CEBPB,PATL2
CEBPB,GNB5
CEBPB,ANXA2
CEBPB,CSNK1G1
CEBPB,ZNF609
CEBPB,MYO9A
CEBPB,PDE8A
CEBPB,AP3S2
CEBPB,IGF1R
CEBPB,CHSY1
CEBPB,RAP1GAP2
CEBPB,TNFSF13
CEBPB,PIGL
CEBPB,SPECC1
CEBPB,NF1
CEBPB,FBXL20
CEBPB,IKZF3
CEBPB,STAT5B
CEBPB,BCAS3
CEBPB,WDR45B
CEBPB,ALOX5AP
CEBPB,ELF1
CEBPB,EPSTI1
CEBPB,RCBTB2
CEBPB,KPNA3
CEBPB,GPR183
CEBPB,TNFSF13B
CEBPB,LGALS3
CEBPB,HIF1A
CEBPB,SYNE2
CEBPB,PSEN1
CEBPB,ZNF410
CEBPB,NPC2
CEBPB,TTLL5
CEBPB,SPTLC2
CEBPB,CEP128
CEBPB,RIN3
CEBPB,SUPT20H
CEBPB,DOCK9
CEBPB,ATRN
CEBPB,MAGED1
CEBPB,MTM1
CEBPB,RBKS
CEBPB,LIMS1
CEBPB,UBE2E3
CEBPB,NABP1
CEBPB,LRRFIP1
CEBPB,APBA2
CEBPB,SPPL2A
CEBPB,DMXL2
CEBPB,UBE2Q2
CEBPB,MEF2A
CEBPB,RUNX3
CEBPB,RNF19B
CEBPB,AGO4
CEBPB,WDR47
CEBPB,POU2F1
CEBPB,NLK
CEBPB,RHOT1
CEBPB,CCL5
CEBPB,LTB
CEBPB,LST1
CEBPB,CD2AP
CEBPB,FOXO3
CEBPB,SAMD3
CEBPB,UST
CEBPB,AGPAT4
CEBPB,ASAH1
CEBPB,TRPS1
CEBPB,CPPED1
CEBPB,XYLT1
CEBPB,LINC00877
CEBPB,TBL1XR1
CEBPB,VIM
CEBPB,ZEB1
CEBPB,ALOX5
CEBPB,CCDC6
CEBPB,PSAP
CEBPB,P4HA1
CEBPB,EIF4E
CEBPB,MANBA
CEBPB,SEC24D
CEBPB,SPATA5
CEBPB,SLC10A7
CEBPB,FNIP2
CEBPB,NAF1
CEBPB,SLC2A3
CEBPB,CHST11
CEBPB,TMEM41B
CEBPB,PHF21A
CEBPB,SYK
CEBPB,IFI30
CEBPB,SIPA1L3
CEBPB,POU2F2
CEBPB,DHX34
CEBPB,BBS9
CEBPB,EEPD1
CEBPB,IKZF1
CEBPB,SMURF1
CEBPB,ORAI2
CEBPB,IMMP2L
CEBPB,AHCYL2
CEBPB,KANK1
CEBPB,KLHL5
CEBPB,ADAM19
CEBPB,DNAJC1
CEBPB,SCPEP1
CEBPB,METRNL
CEBPB,CPEB2
CEBPB,IFFO2
CEBPB,ST6GALNAC3
CEBPB,S100A6
CEBPB,S100A4
CEBPB,DISC1
CEBPB,WDFY2
CEBPB,PFKFB3
CEBPB,SRGN
CEBPB,SUFU
CEBPB,KLHL18
CEBPB,PPM1L
CEBPB,MCPH1
CEBPB,AP3M2
CEBPB,MYBL1
CEBPB,AP1S2
CEBPB,TIMP1
CEBPB,TMX4
CEBPB,ABHD12
CEBPB,GNAQ
CEBPB,VRK2
CEBPB,EIF2AK3
CEBPB,AFF3
CEBPB,ORC2
CEBPB,CD28
CEBPB,WDFY1
CEBPB,ANKMY1
CEBPB,ZSWIM6
CEBPB,PAM
CEBPB,CAMK4
CEBPB,IRF1
CEBPB,MT2A
CEBPB,HSBP1
CEBPB,MX2
CEBPB,PNPLA8
CEBPB,ZNF277
CEBPB,TPK1
CEBPB,PITPNA
CEBPB,POLR2A
CEBPB,PARVB
CEBPB,ARHGEF40
CEBPB,PELI2
CEBPB,GPHN
CEBPB,IFITM2
CEBPB,MPEG1
CEBPB,UBASH3B
CEBPB,CD83
CEBPB,KIF13A
CEBPB,HLA-DMA
CEBPB,RUNX2
CEBPB,ZC3H12D
CEBPB,REST
CEBPB,TET2
CEBPB,USP53
CEBPB,MAML3
CEBPB,NFATC1
CEBPB,CERS6
CEBPB,C20orf27
CEBPB,FCER1G
CEBPB,LPGAT1
CEBPB,TMSB4X
CEBPB,RNF125
CEBPB,PDZD8
CEBPB,AIF1
CEBPB,HLA-DRB1
CEBPB,IGSF6
CEBPB,LGALS9
CEBPB,UBXN2A
CEBPB,NR4A3
CEBPB,MED27
CEBPB,NR2C2
CEBPB,CTSW
CEBPB,PRMT9
CEBPB,CST7
CEBPB,NRIP1
CEBPB,YY1
CEBPB,IRAK3
CEBPB,CTSZ
CEBPB,NR3C2
CEBPB,S100Z
CHD1,JUNB
CHD1,MYO9B
CHD1,FOS
CHD1,TACC1
CHD1,ABLIM1
CREB1,UBAP1
CREB1,NR4A3
CREB1,PPP6C
CREB1,ACTB
CREB1,RABGEF1
CREB1,PRKRIP1
CREB1,NAMPT
CREB1,PNPLA8
CREB1,ID2
CREB1,ADAM17
CREB1,UBXN2A
CREB1,RBKS
CREB1,PREPL
CREB1,CAMKMT
CREB1,SRBD1
CREB1,ACYP2
CREB1,PPP3R1
CREB1,ALMS1
CREB1,EIF2AK3
CREB1,MAP3K2
CREB1,CCDC173
CREB1,KLF7
CREB1,EPHA4
CREB1,DENND5A
CREB1,SBF2
CREB1,NEAT1
CREB1,CTSW
CREB1,CHKA
CREB1,FAM168A
CREB1,RAB6A
CREB1,PAK1
CREB1,MPZL3
CREB1,ZSWIM6
CREB1,HEXB
CREB1,ELL2
CREB1,CHD1
CREB1,IRF1
CREB1,CYSTM1
CREB1,ARHGAP26
CREB1,DUSP1
CREB1,NFIC
CREB1,IER2
CREB1,MYO9B
CREB1,JUND
CREB1,ZFP36
CREB1,RELB
CREB1,FOSB
CREB1,AP2A1
CREB1,ZNF331
CREB1,SYAP1
CREB1,SAT1
CREB1,GCH1
CREB1,FBXO34
CREB1,MAX
CREB1,PSEN1
CREB1,ZNF410
CREB1,FOS
CREB1,TTLL5
CREB1,BTBD7
CREB1,YY1
CREB1,JARID2
CREB1,E2F3
CREB1,HLA-DMA
CREB1,ANKS1A
CREB1,CD2AP
CREB1,UBE2J1
CREB1,AHI1
CREB1,EHD4
CREB1,SPPL2A
CREB1,GNB5
CREB1,CSNK1G1
CREB1,SIN3A
CREB1,AP3S2
CREB1,IGF1R
CREB1,MEF2A
CREB1,BMP2K
CREB1,NEK1
CREB1,CPPED1
CREB1,COTL1
CREB1,CHMP1B
CREB1,MAPRE2
CREB1,CPB2-AS1
CREB1,DLEU2
CREB1,SLC25A37
CREB1,BNIP3L
CREB1,TACC1
CREB1,SLC20A2
CREB1,TPD52
CREB1,RIPK2
CREB1,EXT1
CREB1,NSMCE2
CREB1,PVT1
CREB1,HSF1
CREB1,PITPNA
CREB1,POLR2A
CREB1,CD68
CREB1,ZSWIM7
CREB1,CPD
CREB1,NF1
CREB1,FBXL20
