TF,target
CTCF,FAM168A
CTCF,TIMP2
CTCF,TYROBP
CTCF,BMP2K
CTCF,ATG10
CTCF,NELL2
CTCF,PATL2
CTCF,TRAK1
CTCF,CEP170
CTCF,REST
CTCF,TIMP1
CTCF,DCAF10
CTCF,PRKD3
CTCF,ALMS1
CTCF,RTN3
CTCF,DMXL2
CTCF,HMOX1
CTCF,SREBF2
CTCF,PIAS2
CTCF,CPEB2
CTCF,TMSB4X
CTCF,AP1S2
CTCF,SPOPL
CTCF,GPD2
CTCF,NFKBIZ
CTCF,CDK8
CTCF,PTPN22
CTCF,PDLIM5
CTCF,PRKCA
CTCF,ANKRD28
CTCF,DSTYK
CTCF,TMEM41B
CTCF,STRBP
CTCF,CTNNB1
CTCF,RHBDD1
CTCF,STX17-AS1
CTCF,OXSR1
CTCF,CPD
CTCF,ZEB2
CTCF,NR1D2
CTCF,LYST
CTCF,CD2AP
CTCF,GLT1D1
CTCF,RASGEF1B
CTCF,DISC1
CTCF,CCDC173
CTCF,NCF2
CTCF,SNTB1
CTCF,C9orf72
CTCF,HSPH1
CTCF,ATRX
CTNNB1,CPEB4
ELF1,PATL2
ELF1,ZNF609
ELF1,PPCDC
ELF1,PEAK1
ELF1,IGF1R
ELF1,CHSY1
ELF1,MTAP
ELF1,AQP3
ELF1,PRAM1
ELF1,MYO1F
ELF1,JUNB
ELF1,IER2
ELF1,IFI30
ELF1,JUND
ELF1,TYROBP
ELF1,SIPA1L3
ELF1,ZFP36
ELF1,POU2F2
ELF1,PHLDB3
ELF1,FOSB
ELF1,FTL
ELF1,LILRB3
ELF1,IL32
ELF1,MT2A
ELF1,COTL1
ELF1,CTSB
ELF1,TNFRSF10B
ELF1,PTK2B
ELF1,RAB11FIP1
ELF1,TACC1
ELF1,SLC20A2
ELF1,KLF10
ELF1,FBXO32
ELF1,DENND3
ELF1,HSF1
ELF1,RUNX1
ELF1,GNA12
ELF1,ACTB
ELF1,YWHAG
ELF1,CDK6
ELF1,SMURF1
ELF1,CUX1
ELF1,PRKRIP1
ELF1,ORAI2
ELF1,SERPINB1
ELF1,IER3
ELF1,HSPA1A
ELF1,HLA-DMB
ELF1,HLA-DMA
ELF1,FKBP5
ELF1,EZR
ELF1,WDFY2
ELF1,ATP11A
ELF1,NR4A1
ELF1,LRP1
ELF1,DUSP6
ELF1,PLXNC1
ELF1,LTA4H
ELF1,KDM2B
ELF1,NCOR2
ELF1,PPM1F
ELF1,LIMK2
ELF1,PISD
ELF1,TOM1
ELF1,HMOX1
ELF1,LGALS1
ELF1,KIAA0930
ELF1,PLXNB2
ELF1,CHMP1B
ELF1,NFATC1
ELF1,C20orf27
ELF1,GPCPD1
ELF1,TGIF2
ELF1,SLC25A33
ELF1,EFHD2
ELF1,FGR
ELF1,IFI6
ELF1,PHACTR4
ELF1,JUN
ELF1,ODF2L
ELF1,DPYD
ELF1,ADAMTSL4-AS1
ELF1,S100A11
ELF1,S100A6
ELF1,LMNA
ELF1,FCER1G
ELF1,SRGAP2
ELF1,SIPA1L1
ELF1,ZNF410
ELF1,FOS
ELF1,TTLL5
ELF1,YY1
ELF1,TNFAIP2
ELF1,DTNB
ELF1,SRBD1
ELF1,TTC7A
ELF1,MAP3K2
ELF1,BAZ2B
ELF1,NFE2L2
ELF1,LRRFIP1
ELF1,ANKMY1
ELF1,FER
ELF1,CYSTM1
ELF1,DUSP1
ELF1,SFXN1
ELF1,TMEM41B
ELF1,ATG2A
ELF1,CTSW
ELF1,GSTP1
ELF1,ARAP1
ELF1,ARRB1
ELF1,ACER3
ELF1,ANKRD28
ELF1,TRAK1
ELF1,SFMBT1
ELF1,ARHGEF3
ELF1,PLSCR1
ELF1,TIPARP
ELF1,SKIL
ELF1,POLR2A
ELF1,TNFSF13
ELF1,CD68
ELF1,FAM222B
ELF1,RARA
ELF1,GRN
ELF1,ZNF652
ELF1,VMP1
ELF1,USP32
ELF1,ERN1
ELF1,UBE2O
ELF1,TIMP2
ELF1,SLC16A3
ELF1,CD7
ELF1,ITGB1
ELF1,RASSF4
ELF1,RRP12
ELF1,ITPRIP
ELF1,GRK5
ELF1,ARHGAP10
ELF1,WDR47
ELF1,EFCAB2
ELF1,RNF130
ELF1,TPD52
ELF1,ASAP1
ELF1,FBXO34
ELF1,RFX2
ELF1,CHKA
ELF1,CAPG
ELF1,TOM1L2
ELF1,CLMN
ELF1,FNDC3B
ELF1,FOXO3
ELF1,DENND5A
ELF1,TCF12
EP300,ID2
EP300,UBXN2A
EP300,DUSP2
EP300,LIMS1
EP300,MGAT5
EP300,STAT1
EP300,CD28
EP300,WDFY1
EP300,RHBDD1
EP300,FBXO34
EP300,SYNE2
EP300,CEP128
EP300,CTSZ
EP300,BHLHE40
EP300,ARHGEF3
EP300,LINC00877
EP300,NFKBIZ
EP300,TIPARP
EP300,RBPJ
EP300,NFKB1
EP300,USP53
EP300,WWOX
EP300,HLA-DMB
EP300,HLA-DMA
EP300,FKBP5
EP300,MAN1A1
EP300,CITED2
EP300,STX11
EP300,MEF2C
EP300,COMMD10
EP300,ARHGAP26
EP300,CPEB4
EP300,PATL2
EP300,PPCDC
EP300,POLR2A
EP300,KSR1
EP300,RARA
EP300,CCR7
EP300,GRN
EP300,VMP1
EP300,C9orf72
EP300,ASAH1
EP300,TACC1
EP300,AP3M2
EP300,PRCP
EP300,ACTB
EP300,GLCCI1
EP300,PDE4B
EP300,CD58
EP300,ADAMTSL4-AS1
EP300,LMNA
EP300,RGS2
EP300,ATF3
EP300,BCL2
EP300,BID
EP300,TOM1
EP300,PARVB
EP300,ARL5B
EP300,ZEB1
EP300,ZMIZ1
EP300,RUNX1
EP300,ETV6
EP300,STAT6
EP300,CRADD
EP300,SH2B3
EP300,KDM2B
EP300,ELF1
EP300,RCBTB2
EP300,DLEU1
EP300,SERPINB1
EP300,TMEM170B
EP300,JARID2
EP300,E2F3
EP300,IER3
EP300,AIF1
EP300,ANKS1A
EP300,SUPT3H
EP300,CD2AP
EP300,UBE2J1
EP300,BACH2
EP300,FOXO3
EP300,CDK19
EP300,MARCKS
EP300,DSE
EP300,MCM9
EP300,SGK1
EP300,AHI1
EP300,TNFAIP3
EP300,PHACTR2
EP300,PLAGL1
EP300,UST
EP300,SYNE1
EP300,EZR
EP300,SOD2
EP300,MAP3K4
EP300,AGPAT4
EP300,QKI
EP300,KLF6
EP300,PFKFB3
EP300,GATA3
EP300,VIM
EP300,DNAJC1
EP300,SVIL
EP300,MAP3K8
EP300,ZNF438
EP300,CCDC7
EP300,ITGB1
EP300,IPMK
EP300,CCDC6
EP300,CPEB3
EP300,ENTPD1-AS1
EP300,ITPRIP
EP300,MXI1
EP300,SMC3
EP300,TCF7L2
EP300,ABLIM1
EP300,PDZD8
EP300,CTBP2
EP300,PPM1F
EP300,LIMK2
EP300,HMOX1
EP300,LGALS1
EP300,SREBF2
EP300,PLXNB2
EP300,SCO2
EP300,TYMP
EP300,DHRSX
EP300,TMSB4X
EP300,SYAP1
EP300,SAT1
EP300,CASK
EP300,TIMP1
EP300,ATRX
EP300,TMEM164
EP300,MTM1
EP300,TRIO
EP300,BASP1
EP300,PDE4D
EP300,ZSWIM6
EP300,CWC27
EP300,HEXB
EP300,SERINC5
EP300,ATG10
EP300,MCTP1
EP300,ELL2
EP300,CHD1
EP300,PAM
EP300,FER
EP300,IRF1
EP300,SIL1
EP300,CYSTM1
EP300,GALNT10
EP300,DUSP1
EP300,RNF130
EP300,ADAM17
EP300,SMC6
EP300,RHOB
EP300,TTC27
EP300,PRKD3
EP300,PREPL
EP300,CAMKMT
EP300,SRBD1
EP300,TTC7A
EP300,ACYP2
EP300,CCDC88A
EP300,VRK2
EP300,COMMD1
EP300,EHBP1
EP300,WDPCP
EP300,VPS54
EP300,PPP3R1
EP300,TET3
EP300,ST3GAL5
EP300,MAP3K2
EP300,SPOPL
EP300,GTDC1
EP300,ZEB2
EP300,GPD2
EP300,BAZ2B
EP300,NFE2L2
EP300,SESTD1
EP300,UBE2E3
EP300,HIBCH
EP300,NABP1
EP300,ORC2
EP300,FAM117B
EP300,KLF7
EP300,CREB1
EP300,PLEKHM3
EP300,KANSL1L
EP300,SLC11A1
EP300,LRRFIP1
EP300,EEPD1
EP300,YWHAG
EP300,PTPN12
EP300,PHTF2
EP300,CDK6
EP300,SLC25A13
EP300,CUX1
EP300,PRKRIP1
EP300,ORAI2
EP300,ATXN7L1
EP300,PNPLA8
EP300,IMMP2L
EP300,DOCK4
EP300,ZNF277
EP300,MDFIC
EP300,CAPZA2
EP300,NRF1
EP300,TBXAS1
EP300,TPK1
EP300,PRKAG2
EP300,NFKBIA
EP300,MIS18BP1
EP300,DAAM1
EP300,HIF1A
EP300,FUT8
EP300,GPHN
EP300,ZNF410
EP300,FOS
EP300,TTLL5
EP300,YY1
EP300,RCOR1
EP300,TNFAIP2
EP300,CRIP1
EP300,MTAP
EP300,UBAP1
EP300,DCAF10
EP300,GNAQ
EP300,AGTPBP1
EP300,NR4A3
EP300,KLF4
EP300,MEGF9
EP300,STRBP
EP300,DENND1A
EP300,PPP6C
EP300,PBX3
EP300,ABL1
EP300,SLC2A3
EP300,GABARAPL1
EP300,YBX3
EP300,DUSP16
EP300,STK38L
EP300,FGD4
EP300,CPNE8
EP300,NR4A1
EP300,TBK1
EP300,MDM2
EP300,FRS2
EP300,DUSP6
EP300,ATP2B1
EP300,CHST11
EP300,MED13L
EP300,ZNF10
EP300,APP
EP300,LINC00649
EP300,HLCS
EP300,CHP1
EP300,TCF12
EP300,ZNF609
EP300,MAP2K1
EP300,PEAK1
EP300,CTSH
EP300,PDE8A
EP300,ZNF710
EP300,SLCO3A1
EP300,IGF1R
EP300,MEF2A
EP300,RAB28
EP300,CPEB2
EP300,FBXL5
EP300,LCORL
EP300,KLHL5
EP300,RBM47
EP300,RUFY3
EP300,BMP2K
EP300,RASGEF1B
EP300,PLAC8
EP300,FAM13A
EP300,PDLIM5
EP300,SEC24D
EP300,ANXA5
EP300,ELF2
EP300,MAML3
EP300,TBC1D9
EP300,PRMT9
EP300,ARHGAP10
EP300,FNIP2
EP300,NAF1
EP300,CHMP1B
EP300,ABHD3
EP300,PIAS2
EP300,PHLPP1
EP300,SLC7A1
EP300,CPB2-AS1
EP300,KPNA3
EP300,DLEU2
EP300,WDFY2
EP300,PCCA
EP300,ATP11A
EP300,ATP6V1B2
EP300,SLC25A37
EP300,BNIP3L
EP300,DPYSL2
EP300,SLC20A2
EP300,CEBPD
EP300,LYN
EP300,MYBL1
EP300,STAU2
EP300,TPD52
EP300,RIPK2
EP300,STK3
EP300,NCALD
EP300,KLF10
EP300,OXR1
EP300,RAD21
EP300,EXT1
EP300,SNTB1
EP300,NSMCE2
EP300,PVT1
EP300,ASAP1
EP300,DENND3
EP300,ISG15
EP300,UBE4B
EP300,KIF1B
EP300,PGD
EP300,IFFO2
EP300,EIF4G3
EP300,HDAC1
EP300,AGO4
EP300,HIVEP3
EP300,JUN
EP300,NFIA
EP300,SLC35D1
EP300,LRRC8D
EP300,TGFBR3
EP300,CDC14A
EP300,FAM102B
EP300,RPRD2
EP300,POU2F1
EP300,RALGPS2
EP300,GLUL
EP300,ATP2B4
EP300,DSTYK
EP300,CD55
EP300,LPGAT1
EP300,RPS6KC1
EP300,FBXO28
EP300,DISC1
EP300,LYST
EP300,EFCAB2
EP300,SMYD3
EP300,C20orf194
EP300,RNF24
EP300,GPCPD1
EP300,DTD1
EP300,ABHD12
EP300,TGIF2
EP300,CEBPB
EP300,PITPNA
EP300,SLC43A2
EP300,NCOR1
EP300,PIGL
EP300,SPECC1
EP300,FAM222B
EP300,NF1
EP300,RHOT1
EP300,FBXL20
EP300,STAT3
EP300,ARHGAP27
EP300,ZNF652
EP300,TEX14
EP300,USP32
EP300,SLC39A11
EP300,SLC16A3
EP300,SUMF1
EP300,NR2C2
EP300,ANKRD28
EP300,NR1D2
EP300,CNOT10
EP300,CTNNB1
EP300,TRAK1
EP300,ANO10
EP300,ABHD5
EP300,KLHL18
EP300,SFMBT1
EP300,PXK
EP300,LRIG1
EP300,FOXP1
EP300,FILIP1L
EP300,STAG1
EP300,ATP1B3
EP300,TFDP2
EP300,TSC22D2
EP300,PPM1L
EP300,SKIL
EP300,TNIK
EP300,FNDC3B
EP300,TBL1XR1
EP300,BCL6
EP300,IL1RAP
EP300,ATP13A3
EP300,TFRC
EP300,RNF168
EP300,IL32
EP300,CREBBP
EP300,CPPED1
EP300,MAZ
EP300,CTCF
EP300,TANGO6
EP300,ZFHX3
EP300,COTL1
EP300,SLC7A5
EP300,RFX2
EP300,ZNF490
EP300,JUNB
EP300,IER2
EP300,MYO9B
EP300,JUND
EP300,SIPA1L3
EP300,ZFP36
EP300,RELB
EP300,FOSB
EP300,DHX34
EP300,FTL
EP300,IRF3
EP300,AP2A1
EP300,TALDO1
EP300,TMEM41B
EP300,HIPK3
EP300,PHF21A
EP300,FTH1
EP300,ATG2A
EP300,NEAT1
EP300,CTSW
EP300,GSTP1
EP300,CHKA
EP300,FCHSD2
EP300,FAM168A
EP300,RAB6A
EP300,PAK1
EP300,GAB2
EP300,PICALM
EP300,TMEM135
EP300,CTSC
EP300,MAML2
EP300,ETS1
EP300,TMCC1
EP300,ST6GAL1
EP300,NIPAL3
EP300,HS2ST1
EP300,VAV3
EP300,S100A10
EP300,QSOX1
EP300,HSBP1
EP300,NCOR2
EP300,RHOH
EP300,JAK2
EP300,BACH1
EP300,IFNGR2
EP300,ANXA2
EP300,AP3S2
EP300,CREB5
EP300,BBS9
EP300,RAD51B
EP300,NPC2
EP300,TRPS1
EP300,MTSS1
EP300,DOCK9
EP300,SKAP1
EP300,METRNL
EP300,RAB31
EP300,SBF2
EP300,PTPRJ
EP300,MPZL3
EP300,TANK
EP300,PCED1B
EP300,LRP1
EP300,GBE1
EP300,CMSS1
EP300,OSBPL11
EP300,CDK8
EP300,FRY
EP300,DTNB
EP300,RBKS
EP300,LCLAT1
EP300,MAP4K3
EP300,PRKCE
EP300,MXD1
EP300,TBC1D8
EP300,KYNU
EP300,ITGA6
EP300,STAT4
EP300,KANK1
EP300,MLLT3
EP300,AQP3
EP300,NFIL3
EP300,TNFSF8
EP300,RXRA
EP300,MCPH1
EP300,CTSB
EP300,CSGALNACT1
EP300,TNFRSF10B
EP300,DOCK5
EP300,PTK2B
EP300,SPIDR
EP300,SGK3
EP300,CPQ
EP300,NEDD9
EP300,FGD2
EP300,AKIRIN2
EP300,PDSS2
EP300,SLC38A9
EP300,ARSB
EP300,XRCC4
EP300,CD14
EP300,GNA12
EP300,SNX10
EP300,RABGEF1
EP300,GSAP
EP300,SMURF1
EP300,KLF3
EP300,ANTXR2
EP300,MANBA
EP300,RAPGEF2
EP300,ACSL1
EP300,SNX25
EP300,RIN2
EP300,SULF2
EP300,ARFGEF2
EP300,GK
EP300,ACSL4
EP300,RASSF4
EP300,P4HA1
EP300,CHST15
EP300,PHACTR4
EP300,RNF19B
EP300,CSF3R
EP300,SCMH1
EP300,DPYD
EP300,S100A11
EP300,S100A6
EP300,FCER1G
EP300,DUSP10
EP300,TNFSF13
EP300,CD68
EP300,CPD
EP300,YPEL2
EP300,BCAS3
EP300,DCAF7
EP300,ERN1
EP300,CD7
EP300,WDR45B
EP300,MT2A
EP300,MICAL2
EP300,CD44
EP300,ARAP1
EP300,ACER3
EP300,APLP2
EP300,SPPL2A
EP300,DMXL2
EP300,SIN3A
EP300,KIAA0930
EP300,NUBPL
EP300,LGALS3
EP300,KIAA0586
EP300,PSEN1
EP300,NUMB
EP300,RIN3
EP300,NFIC
EP300,BRD4
EP300,NKG7
EP300,ZNF331
EP300,LILRB3
EP300,ALOX5AP
EP300,HSPH1
EP300,SUPT20H
EP300,FOCAD
EP300,DDX58
EP300,GLIPR2
EP300,ANXA1
EP300,CRTC1
EP300,C5AR1
EP300,GNS
EP300,TMTC2
EP300,GRAP2
EP300,CXCL8
EP300,SCLT1
EP300,IL15
EP300,NEK1
EP300,IL7R
EP300,NDUFAF2
EP300,CSF1R
EP300,ATG7
EP300,UBE2E2
EP300,LRRFIP2
EP300,TKT
EP300,RHOQ
EP300,EXOC6B
EP300,TNFRSF1B
EP300,S100A4
EP300,MIR181A1HG
EP300,SRGAP2
EP300,MAPKAPK2
EP300,MAPRE2
EP300,PSAP
EP300,MICU1
EP300,GBF1
EP300,SUFU
EP300,GRK5
EP300,PTPRE
EP300,RAP1GAP2
EP300,GAS7
EP300,ZSWIM7
EP300,TOM1L2
EP300,STAT5B
EP300,TRIM25
EP300,TANC2
EP300,PRKCA
EP300,MAP2K6
EP300,TIMP2
EP300,IFITM2
EP300,ARRB1
EP300,UBASH3B
EP300,CBFB
EP300,JAZF1
EP300,AOAH
EP300,TYW1B
EP300,LAT2
EP300,CDK14
EP300,GNB5
EP300,CSNK1G1
EP300,CHSY1
EP300,SIPA1L1
EP300,RUNX2
EP300,FBXO32
EP300,KLRK1
EP300,LTA4H
EP300,CFD
EP300,PLSCR1
EP300,URGCP
EP300,AHCYL2
EP300,MCU
EP300,IL1B
EP300,HMGCS1
EP300,SAMSN1
EP300,CTSD
EP300,DENND5A
EP300,RTN3
EP300,BIRC3
EP300,SEL1L3
EP300,EIF4E
EP300,PRDM1
EP300,PISD
EP300,BLVRB
EP300,S100Z
EP300,STAT5A
EP300,WRN
EP300,ZC3H12D
EP300,RILPL2
EP300,KLHL20
EP300,MCTP2
EP300,GCA
EP300,FARP2
EP300,LBH
EP300,EFHD2
EP300,MYO1F
EP300,PLAUR
EP300,AHR
EP300,SKAP2
EP300,SIDT1
EP300,GPRIN3
EP300,GPR132
EP300,PTPN22
EP300,EHD4
EP300,TNFSF10
EP300,INVS
EP300,CD83
EP300,PSTPIP2
EP300,NFATC1
EP300,SPI1
EP300,EYA3
EP300,EVI5
EP300,FCGR2A
EP300,PTPN7
EP300,TYROBP
EP300,EPSTI1
EP300,NLK
EP300,UBE2O
EP300,RAB11FIP1
EP300,HSF1
EP300,NR3C2
EP300,ATRN
EP300,HSPA1A
EP300,ANKMY1
EP300,OXSR1
EP300,BCAS2
EP300,IFI30
EP300,FCGRT
EP300,SCPEP1
EP300,EIF2AK3
EP300,R3HDM1
EP300,SRGN
EP300,RRP12
EP300,ITPKB
EP300,CEP170
EP300,P2RX1
EP300,TAF1
EP300,LTB
EP300,LST1
EP300,CXCR4
EP300,STX8
EP300,TET2
EP300,SPATA5
EP300,GALNT1
EP300,HEATR5B
EP300,CAPG
EP300,PDK1
EP300,ATF2
EP300,EPHA4
EP300,SNED1
EP300,CDR2
EP300,BTAF1
EP300,NAMPT
EP300,IFI6
EP300,ODF2L
EP300,GTF2B
EP300,CD247
EP300,MED27
EP300,AP1S2
EP300,CYB5R4
EP300,ZFYVE16
EP300,MYO9A
EP300,MAX
EP300,TC2N
EP300,SERPINB9
EP300,ATXN3
EP300,BTBD7
EP300,GALM
EP300,ELP4
EP300,TFCP2
ETS1,ADAM17
ETS1,SMC6
ETS1,UBXN2A
ETS1,GALM
ETS1,SRBD1
ETS1,PRKCE
ETS1,ACYP2
ETS1,VRK2
ETS1,WDPCP
ETS1,PELI1
ETS1,PPP3R1
ETS1,EXOC6B
ETS1,TET3
ETS1,CAPG
ETS1,TBC1D8
ETS1,R3HDM1
ETS1,SPOPL
ETS1,TANK
ETS1,PDK1
ETS1,NFE2L2
ETS1,HIBCH
ETS1,STAT1
ETS1,CREB1
ETS1,SLC11A1
ETS1,RHBDD1
ETS1,SP140
ETS1,LRRFIP1
ETS1,ANKMY1
ETS1,NFKBIA
ETS1,GCH1
ETS1,DAAM1
ETS1,MAX
ETS1,RAD51B
ETS1,PSEN1
ETS1,ZNF410
ETS1,TTLL5
ETS1,SPTLC2
ETS1,CEP128
ETS1,RIN3
ETS1,YY1
ETS1,MTAP
ETS1,DCAF10
ETS1,INVS
ETS1,DENND1A
ETS1,PPP6C
ETS1,ABL1
ETS1,MED27
ETS1,BHLHE40
ETS1,ATG7
ETS1,NR1D2
ETS1,LRRFIP2
ETS1,KLHL18
ETS1,ARHGEF3
ETS1,FHIT
ETS1,OSBPL11
ETS1,ATP1B3
ETS1,TSC22D2
ETS1,TIPARP
ETS1,SKIL
ETS1,TNIK
ETS1,ATP13A3
ETS1,TFRC
ETS1,LIMK2
ETS1,PISD
ETS1,EP300
ETS1,PARVB
ETS1,KIAA0930
ETS1,NFIC
ETS1,JUNB
ETS1,IER2
ETS1,BRD4
ETS1,JUND
ETS1,TYROBP
ETS1,SIPA1L3
ETS1,ZFP36
ETS1,POU2F2
ETS1,FTL
ETS1,FCGRT
ETS1,IRF3
ETS1,ZNF331
ETS1,KLF6
ETS1,ARL5B
ETS1,UBE2D1
ETS1,ZMIZ1
ETS1,CPEB3
ETS1,ENTPD1-AS1
ETS1,RRP12
ETS1,SUFU
ETS1,MXI1
ETS1,PTPRE
ETS1,SLC2A3
ETS1,ETV6
ETS1,CPNE8
ETS1,TFCP2
ETS1,NR4A1
ETS1,MDM2
ETS1,FRS2
ETS1,CRADD
ETS1,PLXNC1
ETS1,LTA4H
ETS1,SH2B3
ETS1,RILPL2
ETS1,ZNF10
ETS1,ACTB
ETS1,GLCCI1
ETS1,RABGEF1
ETS1,LAT2
ETS1,YWHAG
ETS1,GSAP
ETS1,PRKRIP1
ETS1,DOCK4
ETS1,ZNF277
ETS1,AHCYL2
ETS1,TPK1
ETS1,PRKAG2
ETS1,IFITM2
ETS1,MICAL2
ETS1,ATG2A
ETS1,NEAT1
ETS1,CTSW
ETS1,ARAP1
ETS1,FAM168A
ETS1,GAB2
ETS1,PRCP
ETS1,CTSC
ETS1,BIRC3
ETS1,MPZL3
ETS1,LINC00649
ETS1,RUNX1
ETS1,FBXL5
ETS1,LCORL
ETS1,REST
ETS1,PLAC8
ETS1,NFKB1
ETS1,ELF2
ETS1,SNX25
ETS1,TMSB4X
ETS1,AP1S2
ETS1,SYAP1
ETS1,MTM1
ETS1,GPCPD1
ETS1,TMX4
ETS1,DTD1
ETS1,TGIF2
ETS1,PPP1R16B
ETS1,WWOX
ETS1,HSBP1
ETS1,MCPH1
ETS1,XKR6
ETS1,PTK2B
ETS1,RAB11FIP1
ETS1,TACC1
ETS1,AP3M2
ETS1,SLC20A2
ETS1,LYN
ETS1,MYBL1
ETS1,STAU2
ETS1,TPD52
ETS1,RAD21
ETS1,EXT1
ETS1,MTSS1
ETS1,NSMCE2
ETS1,DENND3
ETS1,SERPINB1
ETS1,JARID2
ETS1,IER3
ETS1,LTB
ETS1,LST1
ETS1,HLA-DMA
ETS1,ANKS1A
ETS1,SUPT3H
ETS1,CD2AP
ETS1,AKIRIN2
ETS1,CDK19
ETS1,SGK1
ETS1,ZC3H12D
ETS1,SYNE1
ETS1,EZR
ETS1,SOD2
ETS1,CHMP1B
ETS1,PMAIP1
ETS1,PHLPP1
ETS1,TRIO
ETS1,SLC38A9
ETS1,XRCC4
ETS1,CD74
ETS1,CPEB4
ETS1,CDK8
ETS1,HSPH1
ETS1,RGCC
ETS1,CPB2-AS1
ETS1,RCBTB2
ETS1,KPNA3
ETS1,DLEU2
ETS1,WDFY2
ETS1,PATL2
ETS1,SPPL2A
ETS1,ZNF609
ETS1,PPCDC
ETS1,SIN3A
ETS1,PEAK1
ETS1,AP3S2
ETS1,ZNF710
ETS1,FGR
ETS1,PHACTR4
ETS1,GTF2B
ETS1,LRRC8D
ETS1,FAM102B
ETS1,ADAMTSL4-AS1
ETS1,LMNA
ETS1,KLHL20
ETS1,DSTYK
ETS1,DUSP10
ETS1,CEP170
ETS1,POLR2A
ETS1,CD68
ETS1,TOM1L2
ETS1,SPECC1
ETS1,KSR1
ETS1,FAM222B
ETS1,NF1
ETS1,RARA
ETS1,CCR7
ETS1,ARHGAP27
ETS1,SKAP1
ETS1,TRIM25
ETS1,VMP1
ETS1,USP32
ETS1,MAP2K6
ETS1,SLC39A11
ETS1,WDR45B
ETS1,CREBBP
ETS1,ATF7IP2
ETS1,CPPED1
ETS1,CDR2
ETS1,MAZ
ETS1,MT2A
ETS1,CBFB
ETS1,CTCF
ETS1,TANGO6
ETS1,COTL1
ETS1,SLC7A5
ETS1,RAB28
ETS1,CPEB2
ETS1,KLHL5
ETS1,RUFY3
ETS1,BMP2K
ETS1,ANTXR2
ETS1,FAM13A
ETS1,PDLIM5
ETS1,EIF4E
ETS1,TET2
ETS1,SEC24D
ETS1,ANXA5
ETS1,SPATA5
ETS1,SCLT1
ETS1,NEK1
ETS1,ISG15
ETS1,KIF1B
ETS1,PGD
ETS1,TNFRSF1B
ETS1,EFHD2
ETS1,EIF4G3
ETS1,NIPAL3
ETS1,EYA3
ETS1,HDAC1
ETS1,RNF19B
ETS1,AGO4
ETS1,SCMH1
ETS1,HIVEP3
ETS1,JUN
ETS1,NFIA
ETS1,SLC35D1
ETS1,EVI5
ETS1,CDC14A
ETS1,WDR47
ETS1,CD58
ETS1,S100A11
ETS1,QSOX1
ETS1,ATP2B4
ETS1,MAPKAPK2
ETS1,CD55
ETS1,LPGAT1
ETS1,ATF3
ETS1,RPS6KC1
ETS1,FBXO28
ETS1,LYST
ETS1,EFCAB2
ETS1,ID2
ETS1,RBKS
ETS1,LCLAT1
ETS1,TTC27
ETS1,HEATR5B
ETS1,PRKD3
ETS1,MAP4K3
ETS1,PREPL
ETS1,CAMKMT
ETS1,TTC7A
ETS1,COMMD1
ETS1,EHBP1
ETS1,VPS54
ETS1,MXD1
ETS1,ALMS1
ETS1,ST3GAL5
ETS1,EIF2AK3
ETS1,LIMS1
ETS1,MAP3K2
ETS1,MGAT5
ETS1,GTDC1
ETS1,ZEB2
ETS1,GPD2
ETS1,BAZ2B
ETS1,CERS6
ETS1,CCDC173
ETS1,ATF2
ETS1,UBE2E3
ETS1,BMPR2
ETS1,KLF7
ETS1,WDFY1
ETS1,RAB31
ETS1,ABHD3
ETS1,MAPRE2
ETS1,KIAA1328
ETS1,PIAS2
ETS1,BCL2
ETS1,CD83
ETS1,KIF13A
ETS1,E2F3
ETS1,AIF1
ETS1,HSPA1A
ETS1,FKBP5
ETS1,RUNX2
ETS1,CYB5R4
ETS1,UBE2J1
ETS1,FOXO3
ETS1,DSE
ETS1,MCM9
ETS1,AHI1
ETS1,TNFAIP3
ETS1,CITED2
ETS1,PLAGL1
ETS1,MAP3K4
ETS1,QKI
ETS1,SLC7A1
ETS1,SUPT20H
ETS1,ELF1
ETS1,DLEU1
ETS1,DOCK9
ETS1,ATP11A
ETS1,ARHGEF40
ETS1,MIS18BP1
ETS1,KIAA0586
ETS1,HIF1A
ETS1,FUT8
ETS1,SIPA1L1
ETS1,NPC2
ETS1,FOS
ETS1,ATXN3
ETS1,RCOR1
ETS1,CRIP1
ETS1,ASAH1
ETS1,SLC25A37
ETS1,DPYSL2
ETS1,WRN
ETS1,SPIDR
ETS1,SGK3
ETS1,STK3
ETS1,KLF10
ETS1,OXR1
ETS1,TRPS1
ETS1,FBXO32
ETS1,PVT1
ETS1,ASAP1
ETS1,HSF1
ETS1,BBS9
ETS1,URGCP
ETS1,PTPN12
ETS1,PHTF2
ETS1,CDK6
ETS1,SLC25A13
ETS1,SMURF1
ETS1,CUX1
ETS1,ORAI2
ETS1,NAMPT
ETS1,PNPLA8
ETS1,IMMP2L
ETS1,CAPZA2
ETS1,NRF1
ETS1,TBXAS1
ETS1,TALDO1
ETS1,DENND5A
ETS1,TMEM41B
ETS1,SBF2
ETS1,HIPK3
ETS1,PHF21A
ETS1,FTH1
ETS1,GSTP1
ETS1,CHKA
ETS1,FCHSD2
ETS1,RAB6A
ETS1,ARRB1
ETS1,PICALM
ETS1,UBASH3B
ETS1,APLP2
ETS1,NR2C2
ETS1,ANKRD28
ETS1,CMC1
ETS1,CMTM6
ETS1,CNOT10
ETS1,OXSR1
